acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,artist,Genre
0.00898,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,0.612,188253,0.799,7zVCrzzEJU7u24sbJPXA5W,0,10,0.172,-4.603,1,0.0275,125.976,4,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,audio_features,spotify:track:7zVCrzzEJU7u24sbJPXA5W,0.675,83,Kane Brown,Country
0.265,https://api.spotify.com/v1/audio-analysis/1KTLLe980WR4RLKg74Ud6e,0.488,208653,0.637,1KTLLe980WR4RLKg74Ud6e,0,10,0.106,-7.63,1,0.0401,88.872,4,https://api.spotify.com/v1/tracks/1KTLLe980WR4RLKg74Ud6e,audio_features,spotify:track:1KTLLe980WR4RLKg74Ud6e,0.21,66,Brett Eldredge,Country
0.0966,https://api.spotify.com/v1/audio-analysis/4rZW74fAIgH7mIoknNIG9S,0.525,190227,0.657,4rZW74fAIgH7mIoknNIG9S,0,1,0.119,-5.28,0,0.054,176.127,4,https://api.spotify.com/v1/tracks/4rZW74fAIgH7mIoknNIG9S,audio_features,spotify:track:4rZW74fAIgH7mIoknNIG9S,0.313,71,Jillian Jacqueline,Country
0.000907,https://api.spotify.com/v1/audio-analysis/6zLdXcmvIxnAXpz9sXFnIE,0.612,227373,0.841,6zLdXcmvIxnAXpz9sXFnIE,0,9,0.37,-3.795,0,0.0353,104.986,4,https://api.spotify.com/v1/tracks/6zLdXcmvIxnAXpz9sXFnIE,audio_features,spotify:track:6zLdXcmvIxnAXpz9sXFnIE,0.502,80,Thomas Rhett,Country
0.0159,https://api.spotify.com/v1/audio-analysis/7dygIA9peSq4AKBRF5pi8G,0.591,185474,0.577,7dygIA9peSq4AKBRF5pi8G,0,2,0.162,-6.107,1,0.0331,156.107,4,https://api.spotify.com/v1/tracks/7dygIA9peSq4AKBRF5pi8G,audio_features,spotify:track:7dygIA9peSq4AKBRF5pi8G,0.52,28,Maren Morris,Country
0.273,https://api.spotify.com/v1/audio-analysis/5Ao3vArhHOJBFvr7DjxBki,0.507,216187,0.81,5Ao3vArhHOJBFvr7DjxBki,0.0567,3,0.121,-5.628,0,0.0317,156.004,4,https://api.spotify.com/v1/tracks/5Ao3vArhHOJBFvr7DjxBki,audio_features,spotify:track:5Ao3vArhHOJBFvr7DjxBki,0.492,27,Josh Turner,Country
0.214,https://api.spotify.com/v1/audio-analysis/5OwOWdY2hsSAtSERkxUwoc,0.638,196422,0.634,5OwOWdY2hsSAtSERkxUwoc,0,6,0.0866,-6.474,1,0.0468,92.097,4,https://api.spotify.com/v1/tracks/5OwOWdY2hsSAtSERkxUwoc,audio_features,spotify:track:5OwOWdY2hsSAtSERkxUwoc,0.445,76,Chris Bandi,Country
0.00916,https://api.spotify.com/v1/audio-analysis/66pxmg3Jhjm09tHoWR1wVR,0.612,212893,0.848,66pxmg3Jhjm09tHoWR1wVR,0,6,0.366,-3.736,1,0.0368,120.996,4,https://api.spotify.com/v1/tracks/66pxmg3Jhjm09tHoWR1wVR,audio_features,spotify:track:66pxmg3Jhjm09tHoWR1wVR,0.72,77,Kenny Chesney,Country
0.38,https://api.spotify.com/v1/audio-analysis/0kdiUZDcLIFw0Buo9r0Q4z,0.665,222400,0.621,0kdiUZDcLIFw0Buo9r0Q4z,0,10,0.119,-8.571,1,0.0524,147.975,4,https://api.spotify.com/v1/tracks/0kdiUZDcLIFw0Buo9r0Q4z,audio_features,spotify:track:0kdiUZDcLIFw0Buo9r0Q4z,0.626,78,LANCO,Country
0.00566,https://api.spotify.com/v1/audio-analysis/6YKL9gCOH31W5fanjQTtqq,0.479,178027,0.86,6YKL9gCOH31W5fanjQTtqq,0,0,0.168,-4.318,1,0.0347,80.018,4,https://api.spotify.com/v1/tracks/6YKL9gCOH31W5fanjQTtqq,audio_features,spotify:track:6YKL9gCOH31W5fanjQTtqq,0.759,75,Ryan Kinder,Country
0.129,https://api.spotify.com/v1/audio-analysis/6znSbsDDFdBZaiucjUGaWy,0.596,177292,0.935,6znSbsDDFdBZaiucjUGaWy,0,6,0.108,-2.794,0,0.0855,130.029,4,https://api.spotify.com/v1/tracks/6znSbsDDFdBZaiucjUGaWy,audio_features,spotify:track:6znSbsDDFdBZaiucjUGaWy,0.678,76,Luke Bryan,Country
0.0441,https://api.spotify.com/v1/audio-analysis/3IPkbTA8KkdDXyWtGkfFXa,0.489,182693,0.9,3IPkbTA8KkdDXyWtGkfFXa,0,7,0.247,-3.563,1,0.0488,200.054,4,https://api.spotify.com/v1/tracks/3IPkbTA8KkdDXyWtGkfFXa,audio_features,spotify:track:3IPkbTA8KkdDXyWtGkfFXa,0.593,75,Brett Young,Country
0.00379,https://api.spotify.com/v1/audio-analysis/79I1s6rpI6QnDoi85QGNDE,0.527,199242,0.856,79I1s6rpI6QnDoi85QGNDE,0,10,0.13,-4.239,1,0.0629,74.972,4,https://api.spotify.com/v1/tracks/79I1s6rpI6QnDoi85QGNDE,audio_features,spotify:track:79I1s6rpI6QnDoi85QGNDE,0.572,72,Josh Gracin,Country
0.179,https://api.spotify.com/v1/audio-analysis/3T6MAweakkNrMYs8jZIWtg,0.579,207187,0.573,3T6MAweakkNrMYs8jZIWtg,0,1,0.083,-5.991,1,0.0292,76.02,4,https://api.spotify.com/v1/tracks/3T6MAweakkNrMYs8jZIWtg,audio_features,spotify:track:3T6MAweakkNrMYs8jZIWtg,0.629,76,Jordan Davis,Country
0.0275,https://api.spotify.com/v1/audio-analysis/3CmwXf9bED0H0bWXbxAJEF,0.44,234187,0.889,3CmwXf9bED0H0bWXbxAJEF,0,8,0.143,-4.723,1,0.0462,166.074,4,https://api.spotify.com/v1/tracks/3CmwXf9bED0H0bWXbxAJEF,audio_features,spotify:track:3CmwXf9bED0H0bWXbxAJEF,0.409,70,Waterloo Revival,Country
0.593,https://api.spotify.com/v1/audio-analysis/6usHXaTn54uwwozmH00d3X,0.725,184080,0.437,6usHXaTn54uwwozmH00d3X,0,6,0.0842,-9.602,1,0.0575,83.985,4,https://api.spotify.com/v1/tracks/6usHXaTn54uwwozmH00d3X,audio_features,spotify:track:6usHXaTn54uwwozmH00d3X,0.745,73,Chase Rice,Country
0.189,https://api.spotify.com/v1/audio-analysis/5Zx1zVpDJsNgyY3HvNfsfC,0.557,171493,0.807,5Zx1zVpDJsNgyY3HvNfsfC,0,7,0.234,-5.428,1,0.0825,81.045,4,https://api.spotify.com/v1/tracks/5Zx1zVpDJsNgyY3HvNfsfC,audio_features,spotify:track:5Zx1zVpDJsNgyY3HvNfsfC,0.564,70,Old Dominion,Country
0.397,https://api.spotify.com/v1/audio-analysis/2dWgzqawzDkBL8QfZw92Ub,0.596,224853,0.544,2dWgzqawzDkBL8QfZw92Ub,0,10,0.106,-7.294,1,0.0315,147.976,4,https://api.spotify.com/v1/tracks/2dWgzqawzDkBL8QfZw92Ub,audio_features,spotify:track:2dWgzqawzDkBL8QfZw92Ub,0.381,73,Granger Smith,Country
0.0617,https://api.spotify.com/v1/audio-analysis/0w3Q14i073jLoew1hgJkwD,0.594,205200,0.824,0w3Q14i073jLoew1hgJkwD,0,9,0.0861,-4.252,1,0.0458,116.005,4,https://api.spotify.com/v1/tracks/0w3Q14i073jLoew1hgJkwD,audio_features,spotify:track:0w3Q14i073jLoew1hgJkwD,0.666,25,Brett Young,Country
0.302,https://api.spotify.com/v1/audio-analysis/0Is6MRHWKe7y2xIxDkvO6l,0.603,192920,0.625,0Is6MRHWKe7y2xIxDkvO6l,0,6,0.141,-6.563,1,0.0258,96.02,4,https://api.spotify.com/v1/tracks/0Is6MRHWKe7y2xIxDkvO6l,audio_features,spotify:track:0Is6MRHWKe7y2xIxDkvO6l,0.64,71,Brandon Lay,Country
0.0244,https://api.spotify.com/v1/audio-analysis/045SnNDjOfOLKM5OxARH4g,0.553,206573,0.747,045SnNDjOfOLKM5OxARH4g,0,9,0.363,-5.905,1,0.0292,73.033,4,https://api.spotify.com/v1/tracks/045SnNDjOfOLKM5OxARH4g,audio_features,spotify:track:045SnNDjOfOLKM5OxARH4g,0.702,81,Jon Pardi,Country
0.018,https://api.spotify.com/v1/audio-analysis/5etbiGP3vTMmpe375boNCy,0.536,218813,0.817,5etbiGP3vTMmpe375boNCy,0,2,0.0498,-5.285,1,0.0473,170.877,4,https://api.spotify.com/v1/tracks/5etbiGP3vTMmpe375boNCy,audio_features,spotify:track:5etbiGP3vTMmpe375boNCy,0.537,71,Dustin Lynch,Country
0.463,https://api.spotify.com/v1/audio-analysis/7mldq42yDuxiUNn08nvzHO,0.731,165387,0.469,7mldq42yDuxiUNn08nvzHO,0.00000104,5,0.103,-7.226,1,0.0326,98.963,4,https://api.spotify.com/v1/tracks/7mldq42yDuxiUNn08nvzHO,audio_features,spotify:track:7mldq42yDuxiUNn08nvzHO,0.618,73,Kelsea Ballerini,Country
0.279,https://api.spotify.com/v1/audio-analysis/1JupdHkhDzE4XtrFFe9w6o,0.655,178840,0.785,1JupdHkhDzE4XtrFFe9w6o,0,8,0.116,-4.022,1,0.0697,171.969,4,https://api.spotify.com/v1/tracks/1JupdHkhDzE4XtrFFe9w6o,audio_features,spotify:track:1JupdHkhDzE4XtrFFe9w6o,0.931,87,Sam Hunt,Country
0.0179,https://api.spotify.com/v1/audio-analysis/1ITz79C3v1z55dqPoSAl1O,0.512,187342,0.587,1ITz79C3v1z55dqPoSAl1O,0,1,0.107,-6.403,1,0.0291,134.006,4,https://api.spotify.com/v1/tracks/1ITz79C3v1z55dqPoSAl1O,audio_features,spotify:track:1ITz79C3v1z55dqPoSAl1O,0.313,73,Old Dominion,Country
0.0362,https://api.spotify.com/v1/audio-analysis/6LF5IVPG7xBcvPgI6Bfcsl,0.597,149293,0.721,6LF5IVPG7xBcvPgI6Bfcsl,0,9,0.0832,-6.422,1,0.0356,132.054,4,https://api.spotify.com/v1/tracks/6LF5IVPG7xBcvPgI6Bfcsl,audio_features,spotify:track:6LF5IVPG7xBcvPgI6Bfcsl,0.46,72,Austin Burke,Country
0.353,https://api.spotify.com/v1/audio-analysis/5H4YGepZNnPhnOHA9vZSEP,0.791,166787,0.715,5H4YGepZNnPhnOHA9vZSEP,0,7,0.115,-5.809,1,0.0377,112.027,4,https://api.spotify.com/v1/tracks/5H4YGepZNnPhnOHA9vZSEP,audio_features,spotify:track:5H4YGepZNnPhnOHA9vZSEP,0.572,56,Dylan Scott,Country
0.118,https://api.spotify.com/v1/audio-analysis/1QsXOnBUiREtGixFfdLTOf,0.381,238600,0.682,1QsXOnBUiREtGixFfdLTOf,0,8,0.175,-4.548,1,0.0312,188.031,4,https://api.spotify.com/v1/tracks/1QsXOnBUiREtGixFfdLTOf,audio_features,spotify:track:1QsXOnBUiREtGixFfdLTOf,0.347,73,Ryan Hurd,Country
0.144,https://api.spotify.com/v1/audio-analysis/2Nc8Imt04W3ZmcBF8dPQKc,0.631,227573,0.658,2Nc8Imt04W3ZmcBF8dPQKc,0,5,0.22,-5.313,1,0.0281,80.996,4,https://api.spotify.com/v1/tracks/2Nc8Imt04W3ZmcBF8dPQKc,audio_features,spotify:track:2Nc8Imt04W3ZmcBF8dPQKc,0.692,77,Devin Dawson,Country
0.325,https://api.spotify.com/v1/audio-analysis/1XuXUiGxXr1MeWB9h50hHc,0.517,238954,0.652,1XuXUiGxXr1MeWB9h50hHc,0,7,0.109,-6.153,1,0.0323,156.07,4,https://api.spotify.com/v1/tracks/1XuXUiGxXr1MeWB9h50hHc,audio_features,spotify:track:1XuXUiGxXr1MeWB9h50hHc,0.311,72,Rascal Flatts,Country
0.214,https://api.spotify.com/v1/audio-analysis/31x4wWBghN7f5PiEZUmcAW,0.471,170200,0.848,31x4wWBghN7f5PiEZUmcAW,0.0000184,6,0.658,-5.355,1,0.0538,161.049,4,https://api.spotify.com/v1/tracks/31x4wWBghN7f5PiEZUmcAW,audio_features,spotify:track:31x4wWBghN7f5PiEZUmcAW,0.319,73,Scotty McCreery,Country
0.0165,https://api.spotify.com/v1/audio-analysis/3UZ9aPaYlBBlAvpdh3kK0U,0.443,223800,0.804,3UZ9aPaYlBBlAvpdh3kK0U,0.00000289,10,0.181,-6.432,1,0.0406,151.928,4,https://api.spotify.com/v1/tracks/3UZ9aPaYlBBlAvpdh3kK0U,audio_features,spotify:track:3UZ9aPaYlBBlAvpdh3kK0U,0.437,26,Luke Combs,Country
0.143,https://api.spotify.com/v1/audio-analysis/1mJMD1VIQ7jWTP9DK2zmY0,0.492,212445,0.681,1mJMD1VIQ7jWTP9DK2zmY0,0,6,0.199,-7.038,1,0.075,178.01,4,https://api.spotify.com/v1/tracks/1mJMD1VIQ7jWTP9DK2zmY0,audio_features,spotify:track:1mJMD1VIQ7jWTP9DK2zmY0,0.513,74,Morgan Evans,Country
0.0886,https://api.spotify.com/v1/audio-analysis/6caDnpIOivsjLRXqlJJxCD,0.603,237461,0.644,6caDnpIOivsjLRXqlJJxCD,0,4,0.0905,-6.447,1,0.0322,112.047,4,https://api.spotify.com/v1/tracks/6caDnpIOivsjLRXqlJJxCD,audio_features,spotify:track:6caDnpIOivsjLRXqlJJxCD,0.214,76,Florida Georgia Line,Country
0.496,https://api.spotify.com/v1/audio-analysis/6UsoV6X96Rox9mfxoz7SFy,0.846,197840,0.711,6UsoV6X96Rox9mfxoz7SFy,0,0,0.247,-7.939,1,0.061,120.013,4,https://api.spotify.com/v1/tracks/6UsoV6X96Rox9mfxoz7SFy,audio_features,spotify:track:6UsoV6X96Rox9mfxoz7SFy,0.875,55,Parmalee,Country
0.00733,https://api.spotify.com/v1/audio-analysis/0BzIw053LdsgAu8Sb1baIn,0.584,171067,0.716,0BzIw053LdsgAu8Sb1baIn,0,0,0.0879,-4.737,1,0.0342,90.005,4,https://api.spotify.com/v1/tracks/0BzIw053LdsgAu8Sb1baIn,audio_features,spotify:track:0BzIw053LdsgAu8Sb1baIn,0.527,74,Kelsea Ballerini,Country
0.013,https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l,0.551,240760,0.801,1mMLMZYXkMueg65jRRWG1l,0.00000603,6,0.265,-5.069,1,0.0303,128.027,4,https://api.spotify.com/v1/tracks/1mMLMZYXkMueg65jRRWG1l,audio_features,spotify:track:1mMLMZYXkMueg65jRRWG1l,0.626,77,Walker Hayes,Country
0.00909,https://api.spotify.com/v1/audio-analysis/0TiyDTDc569zUUa9wyiRD7,0.543,178772,0.836,0TiyDTDc569zUUa9wyiRD7,0,6,0.162,-5.477,1,0.055,120.071,4,https://api.spotify.com/v1/tracks/0TiyDTDc569zUUa9wyiRD7,audio_features,spotify:track:0TiyDTDc569zUUa9wyiRD7,0.656,80,Luke Combs,Country
0.00275,https://api.spotify.com/v1/audio-analysis/54EWDYWhs4w6SODnxabuoh,0.336,201867,0.758,54EWDYWhs4w6SODnxabuoh,0,5,0.189,-4.187,1,0.0451,77.807,4,https://api.spotify.com/v1/tracks/54EWDYWhs4w6SODnxabuoh,audio_features,spotify:track:54EWDYWhs4w6SODnxabuoh,0.255,69,Cole Swindell,Country
0.129,https://api.spotify.com/v1/audio-analysis/6znSbsDDFdBZaiucjUGaWy,0.596,177292,0.935,6znSbsDDFdBZaiucjUGaWy,0,6,0.108,-2.794,0,0.0855,130.029,4,https://api.spotify.com/v1/tracks/6znSbsDDFdBZaiucjUGaWy,audio_features,spotify:track:6znSbsDDFdBZaiucjUGaWy,0.678,76,Luke Bryan,Country
0.143,https://api.spotify.com/v1/audio-analysis/1mJMD1VIQ7jWTP9DK2zmY0,0.492,212445,0.681,1mJMD1VIQ7jWTP9DK2zmY0,0,6,0.199,-7.038,1,0.075,178.01,4,https://api.spotify.com/v1/tracks/1mJMD1VIQ7jWTP9DK2zmY0,audio_features,spotify:track:1mJMD1VIQ7jWTP9DK2zmY0,0.513,74,Morgan Evans,Country
0.018,https://api.spotify.com/v1/audio-analysis/5etbiGP3vTMmpe375boNCy,0.536,218813,0.817,5etbiGP3vTMmpe375boNCy,0,2,0.0498,-5.285,1,0.0473,170.877,4,https://api.spotify.com/v1/tracks/5etbiGP3vTMmpe375boNCy,audio_features,spotify:track:5etbiGP3vTMmpe375boNCy,0.537,73,Kelsea Ballerini,Country
0.0441,https://api.spotify.com/v1/audio-analysis/3IPkbTA8KkdDXyWtGkfFXa,0.489,182693,0.9,3IPkbTA8KkdDXyWtGkfFXa,0,7,0.247,-3.563,1,0.0488,200.054,4,https://api.spotify.com/v1/tracks/3IPkbTA8KkdDXyWtGkfFXa,audio_features,spotify:track:3IPkbTA8KkdDXyWtGkfFXa,0.593,53,Drew Baldridge,Country
0.189,https://api.spotify.com/v1/audio-analysis/5Zx1zVpDJsNgyY3HvNfsfC,0.557,171493,0.807,5Zx1zVpDJsNgyY3HvNfsfC,0,7,0.234,-5.428,1,0.0825,81.045,4,https://api.spotify.com/v1/tracks/5Zx1zVpDJsNgyY3HvNfsfC,audio_features,spotify:track:5Zx1zVpDJsNgyY3HvNfsfC,0.564,76,Jordan Davis,Country
0.325,https://api.spotify.com/v1/audio-analysis/1XuXUiGxXr1MeWB9h50hHc,0.517,238954,0.652,1XuXUiGxXr1MeWB9h50hHc,0,7,0.109,-6.153,1,0.0323,156.07,4,https://api.spotify.com/v1/tracks/1XuXUiGxXr1MeWB9h50hHc,audio_features,spotify:track:1XuXUiGxXr1MeWB9h50hHc,0.311,60,Brandon Ray,Country
0.047,https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn,0.643,163870,0.783,7iDa6hUg2VgEL1o1HjmfBn,0,10,0.083,-6.458,1,0.0856,154.084,4,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn,audio_features,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.566,57,Mitchell Tenpenny,Country
0.0253,https://api.spotify.com/v1/audio-analysis/1ZzUE9vPvsVMCNu2e7OepO,0.611,222893,0.721,1ZzUE9vPvsVMCNu2e7OepO,0,6,0.126,-6.133,1,0.0404,116.929,4,https://api.spotify.com/v1/tracks/1ZzUE9vPvsVMCNu2e7OepO,audio_features,spotify:track:1ZzUE9vPvsVMCNu2e7OepO,0.211,73,Granger Smith,Country
0.0159,https://api.spotify.com/v1/audio-analysis/7dygIA9peSq4AKBRF5pi8G,0.591,185474,0.577,7dygIA9peSq4AKBRF5pi8G,0,2,0.162,-6.107,1,0.0331,156.107,4,https://api.spotify.com/v1/tracks/7dygIA9peSq4AKBRF5pi8G,audio_features,spotify:track:7dygIA9peSq4AKBRF5pi8G,0.52,59,Jeffrey East,Country
0.353,https://api.spotify.com/v1/audio-analysis/5H4YGepZNnPhnOHA9vZSEP,0.791,166787,0.715,5H4YGepZNnPhnOHA9vZSEP,0,7,0.115,-5.809,1,0.0377,112.027,4,https://api.spotify.com/v1/tracks/5H4YGepZNnPhnOHA9vZSEP,audio_features,spotify:track:5H4YGepZNnPhnOHA9vZSEP,0.572,73,Scotty McCreery,Country
0.214,https://api.spotify.com/v1/audio-analysis/31x4wWBghN7f5PiEZUmcAW,0.471,170200,0.848,31x4wWBghN7f5PiEZUmcAW,0.0000184,6,0.658,-5.355,1,0.0538,161.049,4,https://api.spotify.com/v1/tracks/31x4wWBghN7f5PiEZUmcAW,audio_features,spotify:track:31x4wWBghN7f5PiEZUmcAW,0.319,62,Dylan Schneider,Country
0.00733,https://api.spotify.com/v1/audio-analysis/0BzIw053LdsgAu8Sb1baIn,0.584,171067,0.716,0BzIw053LdsgAu8Sb1baIn,0,0,0.0879,-4.737,1,0.0342,90.005,4,https://api.spotify.com/v1/tracks/0BzIw053LdsgAu8Sb1baIn,audio_features,spotify:track:0BzIw053LdsgAu8Sb1baIn,0.527,60,Lewis Brice,Country
0.0209,https://api.spotify.com/v1/audio-analysis/6Axy0fL3FBtwx2rwl4soq9,0.458,211240,0.894,6Axy0fL3FBtwx2rwl4soq9,0,9,0.221,-4.903,1,0.0398,160.125,4,https://api.spotify.com/v1/tracks/6Axy0fL3FBtwx2rwl4soq9,audio_features,spotify:track:6Axy0fL3FBtwx2rwl4soq9,0.709,51,Russell Dickerson,Country
0.302,https://api.spotify.com/v1/audio-analysis/0Is6MRHWKe7y2xIxDkvO6l,0.603,192920,0.625,0Is6MRHWKe7y2xIxDkvO6l,0,6,0.141,-6.563,1,0.0258,96.02,4,https://api.spotify.com/v1/tracks/0Is6MRHWKe7y2xIxDkvO6l,audio_features,spotify:track:0Is6MRHWKe7y2xIxDkvO6l,0.64,81,Bebe Rexha,Country
0.0617,https://api.spotify.com/v1/audio-analysis/0w3Q14i073jLoew1hgJkwD,0.594,205200,0.824,0w3Q14i073jLoew1hgJkwD,0,9,0.0861,-4.252,1,0.0458,116.005,4,https://api.spotify.com/v1/tracks/0w3Q14i073jLoew1hgJkwD,audio_features,spotify:track:0w3Q14i073jLoew1hgJkwD,0.666,74,Jon Langston,Country
0.144,https://api.spotify.com/v1/audio-analysis/2Nc8Imt04W3ZmcBF8dPQKc,0.631,227573,0.658,2Nc8Imt04W3ZmcBF8dPQKc,0,5,0.22,-5.313,1,0.0281,80.996,4,https://api.spotify.com/v1/tracks/2Nc8Imt04W3ZmcBF8dPQKc,audio_features,spotify:track:2Nc8Imt04W3ZmcBF8dPQKc,0.692,58,Hannah Ellis,Country
0.00909,https://api.spotify.com/v1/audio-analysis/0TiyDTDc569zUUa9wyiRD7,0.543,178772,0.836,0TiyDTDc569zUUa9wyiRD7,0,6,0.162,-5.477,1,0.055,120.071,4,https://api.spotify.com/v1/tracks/0TiyDTDc569zUUa9wyiRD7,audio_features,spotify:track:0TiyDTDc569zUUa9wyiRD7,0.656,58,Ryan Kinder,Country
0.00379,https://api.spotify.com/v1/audio-analysis/79I1s6rpI6QnDoi85QGNDE,0.527,199242,0.856,79I1s6rpI6QnDoi85QGNDE,0,10,0.13,-4.239,1,0.0629,74.972,4,https://api.spotify.com/v1/tracks/79I1s6rpI6QnDoi85QGNDE,audio_features,spotify:track:79I1s6rpI6QnDoi85QGNDE,0.572,76,Chris Bandi,Country
0.0966,https://api.spotify.com/v1/audio-analysis/4rZW74fAIgH7mIoknNIG9S,0.525,190227,0.657,4rZW74fAIgH7mIoknNIG9S,0,1,0.119,-5.28,0,0.054,176.127,4,https://api.spotify.com/v1/tracks/4rZW74fAIgH7mIoknNIG9S,audio_features,spotify:track:4rZW74fAIgH7mIoknNIG9S,0.313,80,Dustin Lynch,Country
0.0527,https://api.spotify.com/v1/audio-analysis/4oeGQb7zAVNRkpjjoNHK5K,0.442,173187,0.784,4oeGQb7zAVNRkpjjoNHK5K,0,2,0.0597,-4.001,1,0.0344,170.139,4,https://api.spotify.com/v1/tracks/4oeGQb7zAVNRkpjjoNHK5K,audio_features,spotify:track:4oeGQb7zAVNRkpjjoNHK5K,0.554,72,Austin Burke,Country
0.294,https://api.spotify.com/v1/audio-analysis/3Ishl2jSDXSmdGwrBsMjfq,0.52,216529,0.791,3Ishl2jSDXSmdGwrBsMjfq,0,6,0.116,-3.499,1,0.0378,90.095,4,https://api.spotify.com/v1/tracks/3Ishl2jSDXSmdGwrBsMjfq,audio_features,spotify:track:3Ishl2jSDXSmdGwrBsMjfq,0.301,58,Jacob Bryant,Country
0.00566,https://api.spotify.com/v1/audio-analysis/6YKL9gCOH31W5fanjQTtqq,0.479,178027,0.86,6YKL9gCOH31W5fanjQTtqq,0,0,0.168,-4.318,1,0.0347,80.018,4,https://api.spotify.com/v1/tracks/6YKL9gCOH31W5fanjQTtqq,audio_features,spotify:track:6YKL9gCOH31W5fanjQTtqq,0.759,57,Logan Mize,Country
